trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
12388896,1,1,9601.320319,3.36E-28,0.004461,1664.9645,3,5,1664.9645,          0 5 1,          0 1 0,  1  0  1      ,  2  0  2      ,0.1056,0.76,-0.010722,0,0.098662085,0.76,0,0,0,1,0,0,0.456,0.76,-0.010722,0,0.08,0.76,0,0,0,1,0,0,0
12388897,1,1,9601.385362,9.23E-28,5.47E-05,882.8903,15,17,882.8903,          0 6 0,          0 0 0,  7  4  4      ,  8  1  7      ,0.0669,0.63,-0.00252,0,0.152104048,0.63,0,0,0,1,0,0,0.333,0.63,-0.00252,0,0.123333333,0.63,0,0,0,1,0,0,0
12388900,1,1,9601.609238,1.01E-29,0.002641,2904.6703,63,57,2904.6703,          0 0 3,          0 1 0, 10  3  7      ,  9  3  6      ,0.0867,0.73,-0.0183,0,0.110994846,0.73,0,0,0,1,0,0,0.315,0.73,-0.0183,0,0.09,0.73,0,0,0,1,0,0,0
12388901,1,1,9601.639535,2.40E-27,0.0002364,1282.9191,63,57,1282.9191,          1 1 1,          0 0 0, 10  7  3      ,  9  3  6      ,0.077,0.69,-0.00844,0,0.127438526,0.69,0,0,0,1,0,0,0.315,0.69,-0.00844,0,0.103333333,0.69,0,0,0,1,0,0,0
12388902,1,1,9601.999724,1.04E-29,0.0002809,2248.0645,25,27,2248.0645,         -2-2-2,          0 0 0, 12 -1 -1      , 13  3 11      ,0.043,0.37,-0.010179,0,0.258987973,0.37,0,0,0,1,0,0,0.25,0.37,-0.010179,0,0.21,0.37,0,0,0,1,0,0,0
12388903,1,1,9602.163787,1.42E-26,7.69E-05,552.9114,33,39,552.9114,          1 4 0,          0 0 0,  5  1  4      ,  6  2  5      ,0.0872,0.69,-0.01226,0,0.127438526,0.69,0,0,0,1,0,0,0.3,0.69,-0.01226,0,0.103333333,0.69,0,0,0,1,0,0,0
12388909,1,1,9603.050794,5.96E-26,0.0001931,447.2524,33,39,447.2524,          1 4 0,          0 0 0,  5  0  5      ,  6  1  6      ,0.0784,0.63,-0.00993,0,0.152104048,0.63,0,0,0,1,0,0,0.3,0.63,-0.00993,0,0.123333333,0.63,0,0,0,1,0,0,0
11191387,1,4,9603.639091,1.18E-29,0.0002407,512.5158,114,102,512.5158,          2 3 0,          0 0 0,  9  0  9      ,  8  0  8      ,0.0591,0.79,-0.02298,0,0.084519182,0.79,0,0,0,1,0,0,0.398,0.79,-0.02298,0,0.07,0.79,0,0,0,1,0,0,0
12388914,1,1,9603.746814,1.15E-26,0.001409,1327.11,63,69,1327.11,          0 4 1,          0 0 0, 10  0 10      , 11  0 11      ,0.0237,0.23,-0.022,0,0.316540856,0.23,0,0,0,1,0,0,0.26,0.23,-0.022,0,0.256666667,0.23,0,0,0,1,0,0,0
11191390,1,4,9603.763525,3.68E-29,0.01702,1105.0037,90,102,1105.0037,          1 0 2,          0 0 0,  7  5  3      ,  8  6  2      ,0.0588,0.79,-0.02753,0,0.084519182,0.79,0,0,0,1,0,0,0.495,0.79,-0.02753,0,0.07,0.79,0,0,0,1,0,0,0
11191391,1,4,9603.775849,3.68E-29,0.01702,1105.0035,90,102,1105.0035,          1 0 2,          0 0 0,  7  5  2      ,  8  6  3      ,0.0596,0.79,-0.02593,0,0.084519182,0.79,0,0,0,1,0,0,0.364,0.79,-0.02593,0,0.07,0.79,0,0,0,1,0,0,0
12388916,1,1,9604.00355,3.83E-27,0.001405,1327.1176,21,23,1327.1176,          0 4 1,          0 0 0, 10  1 10      , 11  1 11      ,0.0327,0.23,-0.01708,0,0.316540856,0.23,0,0,0,1,0,0,0.3,0.23,-0.01708,0,0.256666667,0.23,0,0,0,1,0,0,0
12388917,1,1,9604.155612,3.75E-27,3.11E-05,704.2141,45,45,704.2141,          1 4 0,          0 0 0,  7  0  7      ,  7  1  6      ,0.0716,0.59,-0.00238,0,0.168547728,0.59,0,0,0,1,0,0,0.3,0.59,-0.00238,0,0.136666667,0.59,0,0,0,1,0,0,0
12388918,1,1,9604.197645,1.46E-29,0.0008457,2612.7998,69,75,2612.7998,          2 0 1,          0 0 0, 11  3  9      , 12  7  6      ,0.0582,0.59,-0.04,0,0.168547728,0.59,0,0,0,1,0,0,0.265,0.59,-0.04,0,0.136666667,0.59,0,0,0,1,0,0,0
11191396,1,4,9604.323858,1.27E-29,0.0002615,513.2072,114,102,513.2072,          2 3 0,          0 0 0,  9  1  9      ,  8  1  8      ,0.0591,0.79,-0.022684,0,0.084519182,0.79,0,0,0,1,0,0,0.291,0.79,-0.022684,0,0.07,0.79,0,0,0,1,0,0,0
12388920,1,1,9604.645239,2.61E-29,3.97E-07,602.7735,15,13,602.7735,          2 1 0,          0 0 0,  7  7  1      ,  6  2  4      ,0.0864,0.74,-0.00461,0,0.106883925,0.74,0,0,0,1,0,0,0.371,0.74,-0.00461,0,0.086666667,0.74,0,0,0,1,0,0,0
12388921,1,1,9604.719995,1.22E-29,0.002725,2952.3937,93,99,2952.3937,          0 4 1,          0 0 0, 15  2 14      , 16  2 15      ,0.0116,-0.14,-0.02319,0,0.468644903,-0.14,0,0,0,1,0,0,0.208,-0.14,-0.02319,0,0.38,-0.14,0,0,0,1,0,0,0
12388922,1,1,9604.78577,5.62E-29,4.71E-05,1774.7511,81,75,1774.7511,          0 3 1,          0 0 0, 13  6  8      , 12  2 11      ,0.0522,0.54,-0.018106,0,0.189102329,0.54,0,0,0,1,0,0,0.265,0.54,-0.018106,0,0.153333333,0.54,0,0,0,1,0,0,0
12388923,1,1,9605.013771,1.21E-27,3.09E-05,709.6082,15,15,709.6082,          1 4 0,          0 0 0,  7  1  7      ,  7  2  6      ,0.0698,0.58,-0.01635,0,0.172658649,0.58,0,0,0,1,0,0,0.352,0.58,-0.01635,0,0.14,0.58,0,0,0,1,0,0,0
12388925,1,1,9605.573232,4.17E-28,0.002584,1960.2074,27,25,1960.2074,          0 1 2,          0 0 0, 13  5  9      , 12  2 10      ,0.0458,0.43,-0.003435,0,0.234322452,0.43,0,0,0,1,0,0,0.265,0.43,-0.003435,0,0.19,0.43,0,0,0,1,0,0,0
12388927,1,1,9606.123035,3.07E-27,2.69E-05,610.3412,27,33,610.3412,          0 4 1,          0 0 0,  4  2  2      ,  5  4  1      ,0.0872,0.71,-0.00145,0,0.119216686,0.71,0,0,0,1,0,0,0.3,0.71,-0.00145,0,0.096666667,0.71,0,0,0,1,0,0,0
11191407,1,2,9606.528773,8.65E-29,7.48E-05,223.8285,21,27,223.8285,         -2-2-2,          0 0 0,  3 -3 -3      ,  4  1  4      ,0.0824,0.69,0,0,0.122224284,0.69,0,0,0,1,0,0,0.412,0.69,0,0,0.103333333,0.69,0,0,0,1,0,0,0
12388934,1,1,9607.799129,1.18E-27,3.41E-05,931.2371,39,45,931.2371,          1 4 0,          0 0 0,  6  3  4      ,  7  4  3      ,0.0781,0.67,-0.01936,0,0.135660367,0.67,0,0,0,1,0,0,0.352,0.67,-0.01936,0,0.11,0.67,0,0,0,1,0,0,0
12388935,1,1,9607.882786,4.08E-27,1.52E-05,382.5169,21,27,382.5169,          0 4 1,          0 0 0,  3  1  3      ,  4  3  2      ,0.0936,0.72,-0.0166,0,0.115105766,0.72,0,0,0,1,0,0,0.3,0.72,-0.0166,0,0.093333333,0.72,0,0,0,1,0,0,0
12388942,1,1,9608.863633,2.07E-27,1.65E-05,744.1627,57,51,744.1627,          0 1 2,          0 0 0,  9  4  5      ,  8  1  8      ,0.0835,0.71,-0.017717,0,0.119216686,0.71,0,0,0,1,0,0,0.333,0.71,-0.017717,0,0.096666667,0.71,0,0,0,1,0,0,0
12388943,1,1,9609.043002,3.25E-29,2.01E-05,1590.6901,45,51,1590.6901,          0 6 0,          0 0 0,  7  6  1      ,  8  7  2      ,0.0221,0.12,-0.00451,0,0.361760978,0.12,0,0,0,1,0,0,0.333,0.12,-0.00451,0,0.293333333,0.12,0,0,0,1,0,0,0
12388944,1,1,9609.051564,6.30E-29,0.001472,2248.0645,29,27,2248.0645,         -2-2-2,          0 0 0, 14 -1 -1      , 13  3 11      ,0.043,0.36,-0.010182,0,0.263098893,0.36,0,0,0,1,0,0,0.25,0.36,-0.010182,0,0.213333333,0.36,0,0,0,1,0,0,0
12388945,1,1,9609.058067,1.18E-29,2.19E-05,1590.6907,15,17,1590.6907,          0 6 0,          0 0 0,  7  6  2      ,  8  7  1      ,0.0222,0.13,-0.00443,0,0.357650058,0.13,0,0,0,1,0,0,0.333,0.13,-0.00443,0,0.29,0.13,0,0,0,1,0,0,0
12388947,1,1,9609.210602,2.83E-29,1.13E-07,552.9114,45,39,552.9114,          0 6 0,          0 0 0,  7  3  4      ,  6  2  5      ,0.0479,0.35,-0.01228,0,0.267209813,0.35,0,0,0,1,0,0,0.371,0.35,-0.01228,0,0.216666667,0.35,0,0,0,1,0,0,0
11191428,1,3,9609.591915,1.42E-29,0.001819,1112.0994,342,378,1112.0994,         -2-2-2,          0 0 0,  9 -2 -1      , 10  1 10      ,0.054,0.51,0,0,0.197219479,0.51,0,0,0,1,0,0,0.298,0.51,0,0,0.163333333,0.51,0,0,0,1,0,0,0
12388949,1,1,9609.623375,1.77E-28,0.0001608,1718.7188,57,63,1718.7188,          1 4 0,          0 0 0,  9  4  5      , 10  5  6      ,0.0718,0.66,-0.00771,0,0.139771287,0.66,0,0,0,1,0,0,0.298,0.66,-0.00771,0,0.113333333,0.66,0,0,0,1,0,0,0
12388950,1,1,9609.640799,5.85E-29,2.03E-05,1216.1898,13,15,1216.1898,          2 2 0,          0 0 0,  6  1  5      ,  7  6  2      ,0.0842,0.71,-0.01945,0,0.119216686,0.71,0,0,0,1,0,0,0.352,0.71,-0.01945,0,0.096666667,0.71,0,0,0,1,0,0,0
12388952,1,1,9609.732691,5.32E-28,2.02E-05,816.6942,17,15,816.6942,          1 1 1,          0 0 0,  8  7  2      ,  7  3  5      ,0.0744,0.68,-0.00877,0,0.131549447,0.68,0,0,0,1,0,0,0.352,0.68,-0.00877,0,0.106666667,0.68,0,0,0,1,0,0,0
11191437,1,2,9610.084498,1.37E-28,0.0001506,324.0467,27,33,324.0467,         -2-2-2,          0 0 0,  4 -4 -4      ,  5  0  5      ,0.077,0.67,0,0,0.130109722,0.67,0,0,0,1,0,0,0.391,0.67,0,0,0.11,0.67,0,0,0,1,0,0,0
12388959,1,1,9610.141241,6.27E-29,0.000201,1998.9953,63,69,1998.9953,          1 2 1,          0 0 0, 10  1  9      , 11  5  6      ,0.0755,0.7,-0.04,0,0.123327606,0.7,0,0,0,1,0,0,0.281,0.7,-0.04,0,0.1,0.7,0,0,0,1,0,0,0
12388960,1,1,9610.164472,5.88E-28,0.0005499,1538.1495,23,21,1538.1495,          1 1 1,          0 0 0, 11  7  4      , 10  3  7      ,0.071,0.64,-0.010836,0,0.147993127,0.64,0,0,0,1,0,0,0.298,0.64,-0.010836,0,0.12,0.64,0,0,0,1,0,0,0
12388961,1,1,9610.388739,1.10E-27,0.0009229,1774.7511,81,75,1774.7511,          0 1 2,          0 0 0, 13  3 10      , 12  2 11      ,0.0488,0.48,-0.03033,0,0.213767851,0.48,0,0,0,1,0,0,0.265,0.48,-0.03033,0,0.173333333,0.48,0,0,0,1,0,0,0
12388963,1,1,9610.478175,1.80E-26,7.12E-05,446.5107,27,33,446.5107,          0 4 1,          0 0 0,  4  0  4      ,  5  2  3      ,0.093,0.74,-0.013,0,0.106883925,0.74,0,0,0,1,0,0,0.33,0.74,-0.013,0,0.086666667,0.74,0,0,0,1,0,0,0
12388964,1,1,9610.553859,1.34E-29,0.000276,2433.8004,81,75,2433.8004,          1 3 0,          0 0 0, 13  9  4      , 12  6  7      ,0.045,0.48,-0.02683,0,0.213767851,0.48,0,0,0,1,0,0,0.265,0.48,-0.02683,0,0.173333333,0.48,0,0,0,1,0,0,0
12388967,1,1,9610.740435,3.77E-29,9.24E-05,1962.5069,69,75,1962.5069,          0 7 0,          0 0 0, 11  0 11      , 12  3 10      ,0.0419,0.4,-0.00653,0,0.246655212,0.4,0,0,0,1,0,0,0.265,0.4,-0.00653,0,0.2,0.4,0,0,0,1,0,0,0
12388969,1,1,9610.778646,1.58E-28,0.0004091,1821.5967,33,27,1821.5967,          1 0 2,          0 1 0,  5  4  1      ,  4  1  4      ,0.0903,0.72,-0.00465,0,0.115105766,0.72,0,0,0,1,0,0,0.412,0.72,-0.00465,0,0.093333333,0.72,0,0,0,1,0,0,0
12388970,1,1,9610.811667,1.27E-28,4.39E-05,1216.1898,13,15,1216.1898,          0 4 1,          0 0 0,  6  4  3      ,  7  6  2      ,0.0614,0.59,-0.00306,0,0.168547728,0.59,0,0,0,1,0,0,0.352,0.59,-0.00306,0,0.136666667,0.59,0,0,0,1,0,0,0
12388971,1,1,9610.832682,5.12E-28,5.91E-05,1216.1945,39,45,1216.1945,          0 4 1,          0 0 0,  6  4  2      ,  7  6  1      ,0.0637,0.61,-0.011356,0,0.160325888,0.61,0,0,0,1,0,0,0.352,0.61,-0.011356,0,0.13,0.61,0,0,0,1,0,0,0
12388972,1,1,9610.833797,3.71E-28,0.0001145,1327.1176,25,23,1327.1176,         -2-2-2,          0 0 0, 12 -1 -1      , 11  1 11      ,0.0501,0.39,-0.010183,0,0.250766132,0.39,0,0,0,1,0,0,0.281,0.39,-0.010183,0,0.203333333,0.39,0,0,0,1,0,0,0
12388973,1,1,9611.133175,2.98E-28,8.70E-05,1524.8479,69,69,1524.8479,          0 4 1,          0 0 0, 11  1 11      , 11  1 10      ,0.0353,0.29,-0.01697,0,0.291875335,0.29,0,0,0,1,0,0,0.281,0.29,-0.01697,0,0.236666667,0.29,0,0,0,1,0,0,0
12388974,1,1,9611.142242,2.97E-29,0.0006032,2414.7234,75,81,2414.7234,          2 2 0,          0 0 0, 12  2 11      , 13  3 10      ,0.0477,0.46,-0.01355,0,0.221989691,0.46,0,0,0,1,0,0,0.25,0.46,-0.01355,0,0.18,0.46,0,0,0,1,0,0,0
11191456,1,4,9611.147821,1.92E-29,0.01343,1239.0891,114,126,1239.0891,          1 0 2,          0 0 0,  9  4  6      , 10  5  5      ,0.0753,0.79,-0.04801,0,0.084519182,0.79,0,0,0,1,0,0,0.289,0.79,-0.04801,0,0.07,0.79,0,0,0,1,0,0,0
12388975,1,1,9611.193174,4.44E-27,4.55E-05,416.2087,9,11,416.2087,          1 4 0,          0 0 0,  4  1  3      ,  5  2  4      ,0.0925,0.72,-0.01145,0,0.115105766,0.72,0,0,0,1,0,0,0.391,0.72,-0.01145,0,0.093333333,0.72,0,0,0,1,0,0,0
12388976,1,1,9611.301598,9.70E-29,8.52E-05,1525.136,23,23,1525.136,          0 4 1,          0 0 0, 11  0 11      , 11  2 10      ,0.0356,0.3,-0.01692,0,0.287764414,0.3,0,0,0,1,0,0,0.281,0.3,-0.01692,0,0.233333333,0.3,0,0,0,1,0,0,0
12388977,1,1,9611.327478,9.19E-29,1.00E-05,1282.9191,57,57,1282.9191,          0 6 0,          0 0 0,  9  4  5      ,  9  3  6      ,0.0713,0.66,-0.01421,0,0.139771287,0.66,0,0,0,1,0,0,0.315,0.66,-0.01421,0,0.113333333,0.66,0,0,0,1,0,0,0
12388979,1,1,9611.436458,1.23E-28,0.0003092,1774.6163,27,25,1774.6163,          0 1 2,          0 0 0, 13  4 10      , 12  1 11      ,0.0394,0.37,-0.01003,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.01003,0,0.21,0.37,0,0,0,1,0,0,0
12388980,1,1,9611.770736,3.15E-29,7.84E-05,1772.4134,27,21,1772.4134,          0 0 3,          0 1 0,  4  3  1      ,  3  1  2      ,0.0967,0.74,-0.00038,0,0.106883925,0.74,0,0,0,1,0,0,0.434,0.74,-0.00038,0,0.086666667,0.74,0,0,0,1,0,0,0
12388981,1,1,9611.951083,8.01E-29,2.14E-06,744.0637,17,17,744.0637,          0 6 0,          0 0 0,  8  3  5      ,  8  0  8      ,0.0635,0.56,-0.00462,0,0.180880489,0.56,0,0,0,1,0,0,0.333,0.56,-0.00462,0,0.146666667,0.56,0,0,0,1,0,0,0
12388982,1,1,9612.098705,3.07E-28,7.80E-05,1477.2974,63,57,1477.2974,          2 1 0,          0 0 0, 10  8  3      ,  9  5  4      ,0.0652,0.67,-0.02992,0,0.135660367,0.67,0,0,0,1,0,0,0.315,0.67,-0.02992,0,0.11,0.67,0,0,0,1,0,0,0
12388983,1,1,9612.170606,1.74E-27,1.67E-05,704.2141,39,45,704.2141,          0 6 0,          0 0 0,  6  4  3      ,  7  1  6      ,0.0744,0.67,-0.004554,0,0.135660367,0.67,0,0,0,1,0,0,0.352,0.67,-0.004554,0,0.11,0.67,0,0,0,1,0,0,0
12388984,1,1,9612.413551,4.89E-28,1.39E-05,1006.1159,57,51,1006.1159,          0 1 2,          0 0 0,  9  6  3      ,  8  3  6      ,0.0666,0.6,-0.00767,0,0.164436808,0.6,0,0,0,1,0,0,0.333,0.6,-0.00767,0,0.133333333,0.6,0,0,0,1,0,0,0
12388987,1,1,9612.660894,1.82E-29,7.50E-07,1059.8355,51,45,1059.8355,          0 6 0,          0 0 0,  8  4  5      ,  7  5  2      ,0.0637,1.48,-0.0175,0,-0.19732417,1.48,0,0,0,1,0,0,0.352,1.48,-0.0175,0,-0.16,1.48,0,0,0,1,0,0,0
12388988,1,1,9612.703478,4.15E-29,0.0001976,1810.5833,17,19,1810.5833,          0 4 1,          0 0 0,  8  5  4      ,  9  7  3      ,0.0518,0.53,-0.00685,0,0.19321325,0.53,0,0,0,1,0,0,0.315,0.53,-0.00685,0,0.156666667,0.53,0,0,0,1,0,0,0
11191472,1,4,9613.350647,1.00E-29,8.47E-05,217.0419,66,54,217.0419,          1 5 0,          0 0 0,  5  2  4      ,  4  2  3      ,0.0925,0.79,-0.013425,0,0.084519182,0.79,0,0,0,1,0,0,0.24,0.79,-0.013425,0,0.07,0.79,0,0,0,1,0,0,0
12388990,1,1,9613.600725,5.89E-28,1.34E-06,212.1564,15,21,212.1564,          1 4 0,          0 0 0,  2  1  2      ,  3  2  1      ,0.1001,0.75,-0.01473,0,0.102773005,0.75,0,0,0,1,0,0,0.434,0.75,-0.01473,0,0.083333333,0.75,0,0,0,1,0,0,0
12388992,1,1,9613.704011,2.55E-29,2.79E-05,1813.2234,75,69,1813.2234,          0 5 0,          0 0 0, 12  8  5      , 11  3  8      ,0.0676,0.67,-0.00312,0,0.135660367,0.67,0,0,0,1,0,0,0.281,0.67,-0.00312,0,0.11,0.67,0,0,0,1,0,0,0
12388993,1,1,9613.785932,1.11E-28,0.0001763,1810.5879,51,57,1810.5879,          0 4 1,          0 0 0,  8  5  3      ,  9  7  2      ,0.0527,0.54,-0.00432,0,0.189102329,0.54,0,0,0,1,0,0,0.315,0.54,-0.00432,0,0.153333333,0.54,0,0,0,1,0,0,0
12388994,1,1,9613.86067,3.64E-28,0.00417,1739.4836,5,7,1739.4836,          0 5 1,          0 1 0,  2  1  2      ,  3  1  3      ,0.0977,0.74,-0.009246,0,0.106883925,0.74,0,0,0,1,0,0,0.434,0.74,-0.009246,0,0.086666667,0.74,0,0,0,1,0,0,0
12388995,1,1,9614.121527,1.36E-27,2.13E-05,503.9681,9,11,503.9681,          1 4 0,          0 0 0,  4  2  2      ,  5  3  3      ,0.0888,0.71,-0.00029,0,0.119216686,0.71,0,0,0,1,0,0,0.391,0.71,-0.00029,0,0.096666667,0.71,0,0,0,1,0,0,0
12388996,1,1,9614.22061,1.73E-28,1.23E-06,446.6966,15,13,446.6966,          0 1 2,          0 0 0,  7  5  3      ,  6  0  6      ,0.0833,0.7,-0.00082,0,0.123327606,0.7,0,0,0,1,0,0,0.371,0.7,-0.00082,0,0.1,0.7,0,0,0,1,0,0,0
12388999,1,1,9614.435808,1.05E-28,7.91E-05,1474.9808,21,19,1474.9808,          2 1 0,          0 0 0, 10  8  2      ,  9  5  5      ,0.0608,0.62,-0.02778,0,0.156214968,0.62,0,0,0,1,0,0,0.315,0.62,-0.02778,0,0.126666667,0.62,0,0,0,1,0,0,0
12389000,1,1,9614.491542,4.27E-29,0.002144,2631.2688,87,93,2631.2688,          0 4 1,          0 0 0, 14  1 13      , 15  1 14      ,0.014,-0.08,-0.02214,0,0.443979382,-0.08,0,0,0,1,0,0,0.221,-0.08,-0.02214,0,0.36,-0.08,0,0,0,1,0,0,0
12389001,1,1,9614.555273,1.11E-29,9.28E-05,2246.8848,81,81,2246.8848,         -2-2-2,          0 0 0, 13  3 10      , 13  2 11      ,0.043,0.37,-0.010185,0,0.258987973,0.37,0,0,0,1,0,0,0.25,0.37,-0.010185,0,0.21,0.37,0,0,0,1,0,0,0
11191485,1,4,9614.657929,1.95E-29,0.01365,1238.7943,114,126,1238.7943,          1 0 2,          0 0 0,  9  4  5      , 10  5  6      ,0.086,0.79,-0.01372,0,0.084519182,0.79,0,0,0,1,0,0,0.502,0.79,-0.01372,0,0.07,0.79,0,0,0,1,0,0,0
12323820,1,2,9614.778253,1.07E-28,0.001109,916.2576,51,57,916.2576,          0 4 1,          0 0 0,  8  0  8      ,  9  0  9      ,0.0346,0.4,-0.023,0,0.23656313,0.4,0,0,0,1,0,0,0.296,0.4,-0.023,0,0.2,0.4,0,0,0,1,0,0,0
12389004,1,1,9615.044289,1.63E-29,0.0006645,2522.2651,63,69,2522.2651,          0 4 1,          0 0 0, 10  6  4      , 11  8  3      ,0.045,0.48,-0.012,0,0.213767851,0.48,0,0,0,1,0,0,0.281,0.48,-0.012,0,0.173333333,0.48,0,0,0,1,0,0,0
11191490,1,4,9615.226905,1.13E-29,0.009047,1287.2387,126,138,1287.2387,          1 0 2,          0 0 0, 10  3  8      , 11  4  7      ,0.0868,0.79,-0.03696,0,0.084519182,0.79,0,0,0,1,0,0,0.499,0.79,-0.03696,0,0.07,0.79,0,0,0,1,0,0,0
12389006,1,1,9615.709889,1.26E-28,1.56E-06,586.4792,17,15,586.4792,          2 1 0,          0 0 0,  8  6  2      ,  7  1  7      ,0.0806,0.7,-0.00149,0,0.123327606,0.7,0,0,0,1,0,0,0.352,0.7,-0.00149,0,0.1,0.7,0,0,0,1,0,0,0
12389007,1,1,9615.875247,2.43E-28,8.36E-05,1293.0181,19,21,1293.0181,          0 6 0,          0 0 0,  9  4  6      , 10  1  9      ,0.054,0.54,-0.0237,0,0.189102329,0.54,0,0,0,1,0,0,0.298,0.54,-0.0237,0,0.153333333,0.54,0,0,0,1,0,0,0
12389008,1,1,9616.064501,6.54E-28,5.58E-05,927.7439,13,15,927.7439,          1 4 0,          0 0 0,  6  3  3      ,  7  4  4      ,0.0786,0.67,-0.00064,0,0.135660367,0.67,0,0,0,1,0,0,0.352,0.67,-0.00064,0,0.11,0.67,0,0,0,1,0,0,0
11191499,1,2,9616.337539,4.61E-29,0.00143,916.2935,17,19,916.2935,         -2-2-2,          0 0 0,  8 -1 -1      ,  9  1  9      ,0.0581,0.55,0,0,0.177422348,0.55,0,0,0,1,0,0,0.315,0.55,0,0,0.15,0.55,0,0,0,1,0,0,0
12389018,1,1,9616.843484,2.24E-26,0.0002174,446.6966,11,13,446.6966,          1 4 0,          0 0 0,  5  1  5      ,  6  0  6      ,0.0766,0.61,-0.01341,0,0.160325888,0.61,0,0,0,1,0,0,0.3,0.61,-0.01341,0,0.13,0.61,0,0,0,1,0,0,0
12389019,1,1,9616.862781,4.84E-28,0.004735,2053.9686,27,33,2053.9686,          0 5 1,          0 1 0,  4  2  2      ,  5  2  3      ,0.0954,0.74,-0.00742,0,0.106883925,0.74,0,0,0,1,0,0,0.391,0.74,-0.00742,0,0.086666667,0.74,0,0,0,1,0,0,0
12389020,1,1,9616.921268,4.20E-28,0.005663,2161.2859,33,39,2161.2859,          0 5 1,          0 1 0,  5  2  4      ,  6  2  5      ,0.0777,0.63,-0.009742,0,0.152104048,0.63,0,0,0,1,0,0,0.371,0.63,-0.009742,0,0.123333333,0.63,0,0,0,1,0,0,0
12389021,1,1,9616.982425,2.44E-28,2.62E-06,782.4098,51,45,782.4098,          2 1 0,          0 0 0,  8  7  2      ,  7  2  5      ,0.0822,0.72,-0.00231,0,0.115105766,0.72,0,0,0,1,0,0,0.352,0.72,-0.00231,0,0.093333333,0.72,0,0,0,1,0,0,0
11191510,1,4,9617.61917,1.24E-29,0.000155,362.5072,90,78,362.5072,          2 3 0,          0 0 0,  7  1  6      ,  6  1  5      ,0.0845,0.79,-0.012341,0,0.084519182,0.79,0,0,0,1,0,0,0.662,0.79,-0.012341,0,0.07,0.79,0,0,0,1,0,0,0
12323821,1,2,9617.718374,1.70E-29,6.86E-05,314.4594,7,9,314.4594,          0 4 1,          0 0 0,  3  0  3      ,  4  2  2      ,0.1002,0.75,-0.01611,0,0.098567971,0.75,0,0,0,1,0,0,0.43,0.75,-0.01611,0,0.083333333,0.75,0,0,0,1,0,0,0
12389023,1,1,9617.957034,2.47E-29,0.0001804,1960.2074,23,25,1960.2074,          1 4 0,          0 0 0, 11  3  9      , 12  2 10      ,0.0376,0.33,-0.01497,0,0.275431654,0.33,0,0,0,1,0,0,0.265,0.33,-0.01497,0,0.223333333,0.33,0,0,0,1,0,0,0
12389025,1,1,9618.224222,1.01E-29,0.0001823,2309.7301,51,45,2309.7301,          1 0 2,          0 1 0,  8  4  5      ,  7  1  6      ,0.0771,0.66,-0.010901,0,0.139771287,0.66,0,0,0,1,0,0,0.352,0.66,-0.010901,0,0.113333333,0.66,0,0,0,1,0,0,0
12389026,1,1,9618.383905,2.38E-29,0.003536,2613.1048,27,25,2613.1048,         -2-2-2,          0 0 0, 13 -1 -1      , 12  7  5      ,0.0464,0.37,-0.010187,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.010187,0,0.21,0.37,0,0,0,1,0,0,0
12389029,1,1,9618.568144,2.81E-29,9.01E-06,1524.8479,63,69,1524.8479,          0 6 0,          0 0 0, 10  4  7      , 11  1 10      ,0.0516,0.53,-0.03404,0,0.19321325,0.53,0,0,0,1,0,0,0.281,0.53,-0.03404,0,0.156666667,0.53,0,0,0,1,0,0,0
12389030,1,1,9618.687588,7.16E-29,0.003537,2612.7999,81,75,2612.7999,         -2-2-2,          0 0 0, 13 -3 -3      , 12  7  6      ,0.0464,0.37,-0.010187,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.010187,0,0.21,0.37,0,0,0,1,0,0,0
12389036,1,1,9619.211745,1.02E-29,1.27E-06,1059.6467,17,15,1059.6467,          0 6 0,          0 0 0,  8  4  4      ,  7  5  3      ,0.0499,0.52,-0.0112,0,0.19732417,0.52,0,0,0,1,0,0,0.352,0.52,-0.0112,0,0.16,0.52,0,0,0,1,0,0,0
12389039,1,1,9619.685134,1.63E-29,0.002458,2631.2834,29,31,2631.2834,          0 4 1,          0 0 0, 14  2 13      , 15  2 14      ,0.0141,-0.07,-0.02326,0,0.439868462,-0.07,0,0,0,1,0,0,0.221,-0.07,-0.02326,0,0.356666667,-0.07,0,0,0,1,0,0,0
12389040,1,1,9619.798432,1.92E-26,0.0001276,326.6255,9,11,326.6255,          1 4 0,          0 0 0,  4  0  4      ,  5  1  5      ,0.0892,0.7,-0.01092,0,0.123327606,0.7,0,0,0,1,0,0,0.3,0.7,-0.01092,0,0.1,0.7,0,0,0,1,0,0,0
